Percentage	Kraken_Name	DB_ID	Order	Insect_Species	Symbiont_Genus	Symbiont_Species	Function	Species_Match	Order_Match	Insect_Match	Total_Score
1.29202	Pseudomonas	RISB2061	Diptera	Scaptomyza nigrita	Pseudomonas	Pseudomonas	increased S. nigrita herbivory in bittercress，adult S. nigrita feeding was promoted by a P. fluorescens group strain, while larval feeding was promoted by a P. syringae group strain	False	False	False	4.91
4.10539	Cedecea	RISB1570	Diptera	Bactrocera tau	Cedecea	Cedecea lapagei	could attract male and female B. tau	False	False	False	4.83
1.29202	Pseudomonas	RISB0085	Hymenoptera	Osmia cornifrons	Pseudomonas	Pseudomonas	this bacterium has been shown to contribute to the synthesis of a defensive toxin in the beetle, Paederus fuscipes, and promotes arginine metabolism under in vitro conditions	False	False	False	4.77
1.29202	Pseudomonas	RISB1358	Coleoptera	Callosobruchus maculatus	Pseudomonas	Pseudomonas	These bacterial phyla may allow the adults C. maculatus to survive on DDVP treated grains, thereby making it inappropriate to control the beetle populations in the field.	False	False	False	4.69
1.29202	Pseudomonas	RISB0478	Coleoptera	Monochamus alternatus	Pseudomonas	Pseudomonas	show a strong inhibitory activity against entomopathogenic Beauveria bassiana by reducing the fungal conidial germination and growth rather than regulating host immunity	False	False	False	4.67
1.29202	Pseudomonas	RISB2224	Coleoptera	Leptinotarsa decemlineata	Pseudomonas	Pseudomonas sp. I2	Colorado potato beetle (Leptinotarsa decemlineata) larvae exploit bacteria in their oral secretions to suppress antiherbivore defenses in tomato (Solanum lycopersicum)	False	False	False	4.63
1.29202	Pseudomonas	RISB2225	Coleoptera	Leptinotarsa decemlineata	Pseudomonas	Pseudomonas sp. B1	Colorado potato beetle (Leptinotarsa decemlineata) larvae exploit bacteria in their oral secretions to suppress antiherbivore defenses in tomato (Solanum lycopersicum)	False	False	False	4.63
1.29202	Pseudomonas	RISB1511	Coleoptera	Cleonus trivittatus	Pseudomonas	Pseudomonas aeroginosa	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	False	False	4.53
1.29202	Pseudomonas	RISB1512	Diptera	Delia lupini	Pseudomonas	Pseudomonas aeroginosa	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	False	False	4.53
0.18694	Klebsiella	RISB2304	Hemiptera	Pyrrhocoris apterus	Klebsiella	Klebsiella sp. clone KP2NoneW6	could play an important role for the insect by degrading complex dietary components, providing nutrient supplementation, or detoxifying noxious chemicals (e.g. cyclopropenoic fatty acids or gossypol) in the diet	False	False	False	4.41
1.29202	Pseudomonas	RISB1614	Diptera	Orseolia oryzae	Pseudomonas	Pseudomonas	Pseudomonas may also play a role in the breakdown of plant defence biomolecules produced by the rice host in response to the gall midge infestation	False	False	False	4.23
0.18694	Klebsiella	RISB1052	Diptera	Bactrocera dorsalis	Klebsiella	Klebsiella michiganensis BD177	K. michiganensis BD177 has the strain-specific ability to provide three essential amino acids (phenylalanine, tryptophan and methionine) and two vitamins B (folate and riboflavin) to B. dorsalis	False	False	False	4.07
1.29202	Pseudomonas	RISB0969	Coleoptera	Oulema melanopus	Pseudomonas	Pseudomonas	can be involved in the digestion of insect host’s food and plant secondary metabolites, which may increase the availability of nutrients	False	False	False	4.01
1.29202	Pseudomonas	RISB1224	Diptera	Delia antiqua	Pseudomonas	Pseudomonas protegens	six bacteria protect larvae from infection with the entomopathogen Beauveria bassiana through symbiotic bacterium-derived organic acids	False	False	False	3.99
0.18694	Klebsiella	RISB2596	Neuroptera	Myrmeleon bore	Klebsiella	Enterobacter aerogenes	the paralysing toxin produced by bacterial endosymbionts in the saliva of Myrmeleon bore larvae is a homologue of GroEL, a protective heat-shock protein known as a molecular chaperone.	False	False	False	3.87
1.29202	Pseudomonas	RISB1922	Diptera	Anopheles gambiae	Pseudomonas	Pseudomonas	may be related with mediating adaptation to different ecological niches or in shaping specific adult behaviors including mating	False	False	False	3.83
1.29202	Pseudomonas	RISB1923	Diptera	Anopheles coluzzii	Pseudomonas	Pseudomonas	may be related with mediating adaptation to different ecological niches or in shaping specific adult behaviors including mating	False	False	False	3.83
1.29202	Pseudomonas	RISB0879	Blattodea	Odontotermes obesus	Pseudomonas	Pseudomonas	can function as a defensive mutualist as it prevents the weedy fungus while keeping the crop fungus (fungus garden) unaffected	False	False	False	3.81
1.29202	Pseudomonas	RISB2572	Coleoptera	Paederus fuscipes	Pseudomonas	Pseudomonas	toxins and polyketides have been implicated in the Pseudomonas-mediated protection of Paederus rove beetles against predators	False	False	False	3.79
1.29202	Pseudomonas	RISB1303	Hemiptera	Aphis gossypii	Pseudomonas	Pseudomonas fulva	By using caffeine from plants to produce nitrogen, this bacterium allows the coffee borer beetle to survive in coffee plants	False	False	False	3.77
1.29202	Pseudomonas	RISB1304	Hemiptera	Myzus persicae	Pseudomonas	Pseudomonas fulva	By using caffeine from plants to produce nitrogen, this bacterium allows the coffee borer beetle to survive in coffee plants	False	False	False	3.77
1.29202	Pseudomonas	RISB1799	Coleoptera	Dendroctonus valens	Pseudomonas	Pseudomonas	could alleviate or compromise the antagonistic effects of fungi O. minus and L. procerum on RTB larval growth	False	False	False	3.47
0.18694	Klebsiella	RISB1139	Diptera	Musca domestica	Klebsiella	Klebsiella oxytoca	It is associated to newly laid housefly eggs, where it is deposited by the female, and has a role in oviposition as well as protection against potential pathogens	False	False	False	3.43
0.18694	Klebsiella	RISB1506	Coleoptera	Cleonus trivittatus	Klebsiella	Klebsiella oxytoca	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	False	False	3.43
0.18694	Klebsiella	RISB1507	Diptera	Delia lupini	Klebsiella	Klebsiella oxytoca	Antibiotic-treated larvae suffered growth retardation on a diet containing plant extract or swainsonine. Gut bacteria showed toxin-degradation activities in vitro	False	False	False	3.43
0.00716	Bombella	RISB0614	Hymenoptera	Apis mellifera	Bombella apis	Bombella apis A29	synthesize all essential amino acids and significantly alters the amino acid content of synthetic larval diet, largely by supplying the essential amino acid lysine	False	False	False	3.27
1.29202	Pseudomonas	RISB0364	Coleoptera	Pagiophloeus tsushimanus	Pseudomonas	Pseudomonas aeruginosa	terpenoid-degrading: the highest degradation rates of D-camphor, linalool, and eucalyptol	False	False	False	3.07
1.29202	Pseudomonas	RISB2249	Blattodea	Blattella germanica	Pseudomonas	Pseudomonas reactans	Secrete versatile secondary metabolites; provide protection from parasites and pathogens	False	False	False	3.05
1.29202	Pseudomonas	RISB0344	Coleoptera	Plagiodera versicolora	Pseudomonas	Pseudomonas sp	Pseudomonas sp. core bacteria can promote host infection by entomopathogenic fungus	False	False	False	2.95
1.29202	Pseudomonas	RISB1681	Coleoptera	Leptinotarsa decemlineata	Pseudomonas	Pseudomonas	It is primarily responsible for suppression of plant defenses in tomato and potato.	False	False	False	2.95
0.18694	Klebsiella	RISB1131	Diptera	Bactrocera dorsalis	Klebsiella	Klebsiella michiganensis BD177	promotes host resistance to low-temperature stress by stimulating its arginine and proline metabolism pathway in adult Bactrocera dorsalis	False	False	False	2.95
1.29202	Pseudomonas	RISB0738	Coleoptera	Dendroctonus ponderosae	Pseudomonas	Pseudomonas	Genera contained most genes involved in terpene degradation (by metagenomics)	False	False	False	2.83
1.29202	Pseudomonas	RISB1002	Coleoptera	Ips typographus	Pseudomonas	Pseudomonas typographi	P. typographi aids I. typographi nutrition and resistance to fungal pathogens	False	False	False	2.83
1.29202	Pseudomonas	RISB0700	Hemiptera	Nilaparvata lugens	Pseudomonas	Pseudomonas sp.	Pseudomonas sp. composition and abundance correlated with BPH survivability	False	False	False	2.79
0.18694	Klebsiella	RISB1412	Diptera	Bactrocera dorsalis	Klebsiella	Klebsiella oxytoca	female Bactrocera dorsalis fed Enterococcus faecalis and Klebsiella oxytoca enriched diets lived longer but had lower fecundity	False	False	False	2.73
1.29202	Pseudomonas	RISB0815	Coleoptera	Hypothenemus hampei	Pseudomonas	Pseudomonas sp.	might contribute to caffeine breakdown using the C-15 oxidation pathway	False	False	False	2.71
1.29202	Pseudomonas	RISB1809	Coleoptera	Monochamus galloprovincialis	Pseudomonas	Pseudomonas	having a role in insect egg protection against attack by other microbes	False	False	False	2.71
1.29202	Pseudomonas	RISB1398	Diptera	Delia antiqua	Pseudomonas	Pseudomonas protegens	suppressed Beauveria bassiana conidia germination and hyphal growth	False	False	False	2.63
0.18694	Klebsiella	RISB1747	Coleoptera	Rhynchophorus ferrugineus	Klebsiella	Klebsiella	can degrade plant polysaccharides and confer their host optimal adaptation to its environment by modulating its metabolism	False	False	False	2.63
1.29202	Pseudomonas	RISB0737	Coleoptera	Dendroctonus ponderosae	Pseudomonas	Pseudomonas mandelii	P. mandelii decreased concentrations of all monoterpenes by 15–24%	False	False	False	2.61
0.40677	Rahnella	RISB1800	Coleoptera	Dendroctonus valens	Rahnella	Rahnella aquatilis	could alleviate or compromise the antagonistic effects of fungi O. minus and L. procerum on RTB larval growth	False	False	False	2.59
0.18694	Klebsiella	RISB0193	Hemiptera	Recilia dorsalis	Klebsiella	Klebsiella electrica	nitrogen-fixing bacterium, R. electrica has all the nitrogen fixation genes and colonizes the gut lumen of leafhoppers	False	False	False	2.55
0.40677	Rahnella	RISB0741	Coleoptera	Dendroctonus ponderosae	Rahnella	Rahnella aquatilis	R. aquatilis decreased (−)-α-pinene (38%) and (+)-α-pinene (46%) by 40% and 45% (by GC-MS), respectively	False	False	False	2.49
0.00809	Staphylococcus	RISB0427	Diptera	Anopheles sinensis	Staphylococcus	Staphylococcus	be identified in each part of the hyperendemic area of this study has a potential role to interact with malaria parasites.	False	False	False	2.45
1.29202	Pseudomonas	RISB1003	Coleoptera	Melolontha melolontha	Pseudomonas	Pseudomonas chlororaphis	Against Bacterial Symbionts of Entomopathogenic Nematodes	False	False	False	2.43
0.00809	Staphylococcus	RISB0946	Coleoptera	Callosobruchus maculatus	Staphylococcus	Staphylococcus gallinarum	The strain encodes complete biosynthetic pathways for the production of B vitamins and amino acids, including tyrosine	False	False	False	2.37
1.29202	Pseudomonas	RISB1006	Coleoptera	Monochamus alternatus	Pseudomonas	Pseudomonas	may help M. alternatus degrade cellulose and pinene	False	False	False	2.31
1.29202	Pseudomonas	RISB0355	Blattodea	Celatoblatta quinquemaculata	Pseudomonas	Pseudomonas fluorescens	contribute to freeze-tolerance of the insect hosts	False	False	False	2.29
1.29202	Pseudomonas	RISB0356	Orthoptera	Hemideina maori	Pseudomonas	Pseudomonas fluorescens	contribute to freeze-tolerance of the insect hosts	False	False	False	2.29
1.29202	Pseudomonas	RISB0357	Orthoptera	Sigaus australis	Pseudomonas	Pseudomonas fluorescens	contribute to freeze-tolerance of the insect hosts	False	False	False	2.29
1.29202	Pseudomonas	RISB2003	Hymenoptera	Trichogramma chilonis	Pseudomonas	Pseudomonas	could significantly increase both female count	False	False	False	2.21
0.18694	Klebsiella	RISB0297	Diptera	Drosophila suzukii	Klebsiella	Klebsiella oxytoca	promotes host fitness in special ecological niche by affecting sugar metabolism in Drosophila suzukii	False	False	False	2.21
1.29202	Pseudomonas	RISB1130	Coleoptera	Hypothenemus hampei	Pseudomonas	Pseudomonas fulva	Detoxification of plant secondary compounds	False	False	False	2.15
1.29202	Pseudomonas	RISB0583	Hemiptera	Aleurodicus rugioperculatus	Pseudomonas	Pseudomonas	may indirectly affect whitefly oviposition	False	False	False	2.13
0.40677	Rahnella	RISB0697	Coleoptera	Dendroctonus	Rahnella	Rahnella sp. ChDrAdgB13	has metabolic capacity to degrade xylan by bifunctional xylanase-ferulic acid esterase	False	False	False	2.13
1.29202	Pseudomonas	RISB0739	Coleoptera	Dendroctonus ponderosae	Pseudomonas	Pseudomonas sp,	Degraded 20–50% of α-pinene (by GC-MS)	False	False	False	2.05
1.29202	Pseudomonas	RISB0352	Blattodea	Celatoblatta quinquemaculata	Pseudomonas	Pseudomonas syringae	initiate crystallization of water	False	False	False	1.95
1.29202	Pseudomonas	RISB0353	Orthoptera	Hemideina maori	Pseudomonas	Pseudomonas syringae	initiate crystallization of water	False	False	False	1.95
1.29202	Pseudomonas	RISB0354	Orthoptera	Sigaus australis	Pseudomonas	Pseudomonas syringae	initiate crystallization of water	False	False	False	1.95
0.40677	Rahnella	RISB0742	Coleoptera	Dendroctonus ponderosae	Rahnella	Rahnella	Genera contained most genes involved in terpene degradation (by metagenomics)	False	False	False	1.95
0.18694	Klebsiella	RISB0610	Diptera	Bactrocera dorsalis	Klebsiella	Klebsiella oxytoca	may hydrolysing nitrogenous waste and providing metabolizable nitrogen for B. dorsalis	False	False	False	1.91
1.29202	Pseudomonas	RISB2571	Coleoptera	Multiple species	Pseudomonas	Pseudomonas spp.	Defense against predators	False	False	False	1.79
0.00716	Bombella	RISB0103	Hymenoptera	Apis cerana	Bombella	Bombella apis	Bombella apis could restore larval-to-pupal transition disrupted by antibiotic treatment	False	False	False	1.77
0.00716	Bombella	RISB0758	Hymenoptera	Apis mellifera	Bombella	Bombella apis	suppress the growth of fungal pathogens and ultimately protect bee brood from infection	False	False	False	1.75
0.18694	Klebsiella	RISB0809	Coleoptera	Hypothenemus hampei	Klebsiella	Klebsiella sp.	might contribute to caffeine breakdown using the C-17 oxidation pathway	False	False	False	1.61
1.29202	Pseudomonas	RISB1878	Diptera	Aedes aegypti	Pseudomonas	Pseudomonas protegens	gut microbiome	False	False	False	1.57
1.29202	Pseudomonas	RISB1068	Coleoptera	Oryctes rhinoceros	Pseudomonas	Pseudomonas citronellolis NBRC 1None3None43	gut microbe	False	False	False	1.51
0.18694	Klebsiella	RISB1602	Coleoptera	Menecleonus virgatus	Klebsiella	Klebsiella spp.	provide nitrogen fixation to hosts for desert environments	False	False	False	1.35
0.18694	Klebsiella	RISB1603	Coleoptera	Maximus mimosae	Klebsiella	Klebsiella spp.	provide nitrogen fixation to hosts for desert environments	False	False	False	1.35
0.18694	Klebsiella	RISB2259	Coleoptera	Conorhynchus palumbus	Klebsiella	Klebsiella pneumonia	provide nitrogen fixation to hosts for desert environments	False	False	False	1.35
0.00716	Bombella	RISB0528	Hymenoptera	Apis cerana	Bombella	Bombella intestini	Bombella intestini was a species unique to SBV-resistant A. cerana	False	False	False	1.33
1.29202	Pseudomonas	RISB0237	Diptera	Bactrocera cucurbitae	Pseudomonas	Pseudomonas	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0385	Hemiptera	Aphis gossypii	Pseudomonas	Pseudomonas	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0669	Hemiptera	Melanaphis bambusae	Pseudomonas	Pseudomonas	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0908	Hemiptera	Myzus persicae	Pseudomonas	Pseudomonas brenneri strain T-P1	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0909	Hemiptera	Myzus persicae	Pseudomonas	Pseudomonas reactans strain T-P2	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0910	Hemiptera	Myzus persicae	Pseudomonas	Pseudomonas reactans strain C-P	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0911	Hemiptera	Myzus persicae	Pseudomonas	Pseudomonas brenneri strain E-P2	None	False	False	False	1.29
1.29202	Pseudomonas	RISB0912	Hemiptera	Myzus persicae	Pseudomonas	Pseudomonas reactans strain P-P	None	False	False	False	1.29
1.29202	Pseudomonas	RISB1564	Hymenoptera	Liometopum apiculatum	Pseudomonas	Pseudomonas sp.	None	False	False	False	1.29
1.29202	Pseudomonas	RISB1666	Hemiptera	Adelgidae	Pseudomonas	Candidatus Pseudomonas adelgestsugas	None	False	False	False	1.29
1.29202	Pseudomonas	RISB2025	Diptera	Bactrocera dorsalis	Pseudomonas	Pseudomonas indica	None	False	False	False	1.29
1.29202	Pseudomonas	RISB2069	Hemiptera	Sitobion miscanthi	Pseudomonas	Pseudomonas	None	False	False	False	1.29
1.29202	Pseudomonas	RISB2208	Hemiptera	Adelges tsugae	Pseudomonas	Candidatus Pseudomonas adelgestsugas	None	False	False	False	1.29
0.40677	Rahnella	RISB1838	Coleoptera	Dendroctonus valens	Rahnella	Rahnella	It may specialize in terpenoid metabolism.	False	False	False	1.25
0.18694	Klebsiella	RISB0917	Diptera	Aedes aegypti	Klebsiella	Klebsiella sp. MC1F	could impact larval development (e.g., spermidine)	False	False	False	1.19
0.40677	Rahnella	RISB0743	Coleoptera	Dendroctonus ponderosae	Rahnella	Rahnella aquatilis	Degraded 20–50% of α-pinene (by GC-MS)	False	False	False	1.17
0.18694	Klebsiella	RISB0375	Coleoptera	Tenebrio molitor	Klebsiella	Klebsiella	ability to fix nitrogen from the atmosphere	False	False	False	1.05
0.18694	Klebsiella	RISB1573	Diptera	Bactrocera tau	Klebsiella	Klebsiella sp.	could attract male and female B. tau	False	False	False	0.91
0.18694	Klebsiella	RISB2052	Orthoptera	Locusta migratoria	Klebsiella	Klebsiella pneumoniae	associated with cellulolytic enzymes	False	False	False	0.91
0.18694	Klebsiella	RISB1166	Diptera	Bactrocera dorsalis	Klebsiella	Klebsiella oxytoca strain BD4	Promote the growth of larvae	False	False	False	0.75
0.18694	Klebsiella	RISB1153	Coleoptera	Tenebrio molitor	Klebsiella	Klebsiella pneumoniae ZM1	degrading plastics	False	False	False	0.55
0.18694	Klebsiella	RISB1154	Coleoptera	Zophobas morio	Klebsiella	Klebsiella pneumoniae ZM1	degrading plastics	False	False	False	0.55
0.40677	Rahnella	RISB1727	Coleoptera	Dendroctonus rhizophagus	Rahnella	Rahnella	None	False	False	False	0.41
0.18694	Klebsiella	RISB1063	Coleoptera	Oryctes rhinoceros	Klebsiella	Klebsiella pneuomoniae DSM 3None1None4	gut microbe	False	False	False	0.41
0.00809	Staphylococcus	RISB1881	Diptera	Aedes aegypti	Staphylococcus	Staphylococcus hominis	gut microbiome	False	False	False	0.29
0.00809	Staphylococcus	RISB1070	Coleoptera	Oryctes rhinoceros	Staphylococcus	Staphylococcus epidermidis NBRC 1NoneNone911	gut microbe	False	False	False	0.23
0.00809	Staphylococcus	RISB1071	Coleoptera	Oryctes rhinoceros	Staphylococcus	Staphylococcus hominis GTC 1228	gut microbe	False	False	False	0.23
0.18694	Klebsiella	RISB0295	Diptera	Zeugodacus cucurbitae	Klebsiella	Klebsiella	None	False	False	False	0.19
0.18694	Klebsiella	RISB0296	Diptera	Ceratitis capitata	Klebsiella	Klebsiella	None	False	False	False	0.19
0.18694	Klebsiella	RISB0488	Diptera	Ceratitis capitata	Klebsiella	Klebsiella	None	False	False	False	0.19
0.18694	Klebsiella	RISB0663	Hemiptera	Melanaphis bambusae	Klebsiella	Klebsiella	None	False	False	False	0.19
0.18694	Klebsiella	RISB1642	Diptera	Glossina spp.	Klebsiella	Klebsiella	None	False	False	False	0.19
0.18694	Klebsiella	RISB1706	Diptera	Phlebotomus papatasi	Klebsiella	Klebsiella sp.	None	False	False	False	0.19
0.18694	Klebsiella	RISB1771	Diptera	Muscidae	Klebsiella	Klebsiella pneumoniae	None	False	False	False	0.19
0.18694	Klebsiella	RISB1961	Hemiptera	Pyrrhocoridae	Klebsiella	Klebsiella	None	False	False	False	0.19
0.00809	Staphylococcus	RISB0099	Coleoptera	Harmonia axyridis	Staphylococcus	Staphylococcus	None	False	False	False	0.01
0.00809	Staphylococcus	RISB0100	Coleoptera	Harmonia axyridis	Staphylococcus	Staphylococcus	None	False	False	False	0.01
0.00809	Staphylococcus	RISB0672	Hemiptera	Melanaphis bambusae	Staphylococcus	Staphylococcus xylosus	None	False	False	False	0.01
