Percentage	Kraken_Name	DB_ID	Order	Insect_Species	Symbiont_Genus	Symbiont_Species	Function	Species_Match	Order_Match	Insect_Match	Total_Score
0.62	Blattabacterium cuenoti	RISB0519	Blattodea	Mastotermes darwiniensis	Blattabacterium	Blattabacterium cuenoti	collaborative arginine biosynthesis	True	False	False	6.32
0.38	Candidatus Pantoea carbekii	RISB2115	Hemiptera	Halyomorpha halys	Pantoea	Candidatus Pantoea carbekii	the primary bacterial symbiont of H. halys	True	False	False	6.22
0.23	Pantoea dispersa	RISB0381	Thysanoptera	Thrips tabaci	Pantoea	Pantoea dispersa	gut symbionts are required for their development	True	False	False	6.19
0.45	Klebsiella pneumoniae	RISB1994	Lepidoptera	Diatraea saccharalis	Klebsiella	Klebsiella pneumoniae	possess cellulose degrading activity	True	False	False	6.17
0.45	Klebsiella pneumoniae	RISB2052	Orthoptera	Locusta migratoria	Klebsiella	Klebsiella pneumoniae	associated with cellulolytic enzymes	True	False	False	6.17
0.57	Providencia rettgeri	RISB1169	Diptera	Bactrocera dorsalis	Providencia	Providencia rettgeri strain BD11	Promote the growth of larvae	True	False	False	6.13
0.62	Blattabacterium cuenoti	RISB0093	Blattodea	Blattella germanica	Blattabacterium	Blattabacterium cuenoti	obligate endosymbiont	True	False	False	6.04
0.22	Candidatus Ishikawella capsulata	RISB2543	Hemiptera	Megacopta punctatissima	Candidatus Ishikawella	Candidatus Ishikawella capsulata	Enhance pest status of the insect host	True	False	False	5.98
0.67	Bacillus cereus	RISB1872	Diptera	Aedes aegypti	Bacillus	Bacillus cereus	gut microbiome	True	False	False	5.95
0.3	Wigglesworthia glossinidia	RISB2356	Diptera	Glossina fuscipes fuscipes	Wigglesworthia	Wigglesworthia glossinidia	influence host vector competence	True	False	False	5.94
0.26	Providencia alcalifaciens	RISB1168	Diptera	Bactrocera dorsalis	Providencia	Providencia alcalifaciens strain BD1None	Promote the growth of larvae	True	False	False	5.82
0.79	Wolbachia	RISB0190	Hymenoptera	Encarsia formosa	Wolbachia	Wolbachia	Wolbachia's parthenogenesis-induction feminization factor (piff) gene modulates sex determination in Encarsia formosa by regulating doublesex (dsx) expression. When Wolbachia is removed, female-specific dsx decreases while male-specific dsx increases, resulting in haploid male offspring	False	False	False	5.79
0.79	Wolbachia	RISB0263	Lepidoptera	Homona magnanima	Wolbachia	Wolbachia	To achieve Male killing (MK), Wolbachia impaired the host dosage compensation system and triggered abnormal apoptosis in male embryos.Also, disrupted the sex-determination cascade of males by inducing female-type splice variants of doublesex (dsx), a downstream regulator of the sex-determining gene cascade.	False	False	False	5.79
0.79	Wolbachia	RISB0264	Lepidoptera	Homona magnanima	Wolbachia	Wolbachia	To achieve Male killing (MK), Spiroplasma triggered abnormal apoptosis in male embryos. Also, disrupted the sex-determination cascade of males by inducing female-type splice variants of doublesex (dsx), a downstream regulator of the sex-determining gene cascade.	False	False	False	5.79
0.79	Wolbachia	RISB0766	Diptera	Aedes fluviatilis	Wolbachia	Wolbachia pipientis	The presence of Wolbachia pipientis improves energy performance in A. fluviatilis cells; it affects the regulation of key energy sources such as lipids, proteins, and carbohydrates, making the distribution of actin more peripheral and with extensions that come into contact with neighboring cells.	False	False	False	5.79
0.79	Wolbachia	RISB0987	Hymenoptera	Trichogramma brassicae	Wolbachia	Wolbachia	Wolbachia affects the post-eclosion host preference of female wasps; Wolbachia-infected wasps did not show any host preference and more frequently switched hosts in the laboratory, while uninfected wasps significantly preferred to lay eggs on the host species they developed on. Additionally, Wolbachia significantly improved the emergence rate of infected wasps when reared on new hosts	False	False	False	5.79
0.79	Wolbachia	RISB1549	Diptera	Delia radicum	Wolbachia	Wolbachia	Wolbachia infection significantly reduced hatch rate in infected eggs (by 10%) but improved larvo-nymphal viability sufficiently so that infected eggs nevertheless yielded as many adults as uninfected ones, albeit with a 1.5% longer total development time	False	False	False	5.79
0.79	Wolbachia	RISB1648	Hymenoptera	Trichogramma brassicae	Wolbachia	Wolbachia	memory retention was always shorter in the infected wasps than in the uninfected ones. Wolbachia infection may select for reduced memory retention because shorter memory induces infected wasps to disperse in new environments and avoid competition with uninfected wasps by forgetting cues related to previously visited environments	False	False	False	5.79
0.79	Wolbachia	RISB1775	Diptera	Calliphoridae	Wolbachia	Wolbachiaspp.	This intracellular symbiont plays important roles in manipulating invertebrate reproductive biology by killing males, feminization, parthenogenesis or cytoplasmic incompatibility, and it has been extensively studied as a biological control agent for arthropods	False	False	False	5.79
0.79	Wolbachia	RISB1776	Diptera	Muscidae	Wolbachia	Wolbachiaspp.	This intracellular symbiont plays important roles in manipulating invertebrate reproductive biology by killing males, feminization, parthenogenesis or cytoplasmic incompatibility, and it has been extensively studied as a biological control agent for arthropods	False	False	False	5.79
0.79	Wolbachia	RISB1787	Lepidoptera	Ephestia kuehniella	Wolbachia	Wolbachia	when infected with Wolbachia, it exhibits cytoplasmic incompatibility between uninfected females and infected males. We found that E. kuehniella suffers costs as a result of Wolbachia infection, through decreased larval survival and adult longevity, and prolonged developmental period	False	False	False	5.79
0.79	Wolbachia	RISB1861	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	be reported both to extend and shorten longevity. The main molecular pathways underlying the lifespan-modulating effects of Wolbachia remain unclear, however insulin/insulin-like growth factor, immune deficiency, ecdysteroid synthesis and signaling and c-Jun N-terminal kinase pathways as well as heat shock protein synthesis and autophagy have been proposed to play a role	False	False	False	5.79
0.3	Wigglesworthia glossinidia	RISB2472	Diptera	Glossina morsitans	Wigglesworthia	Wigglesworthia glossinidia	can synthesize thiamine	True	False	False	5.76
1.47	Clostridium	RISB2301	Hemiptera	Pyrrhocoris apterus	Clostridium	Clostridium sp. clone KP2NoneW3	could play an important role for the insect by degrading complex dietary components, providing nutrient supplementation, or detoxifying noxious chemicals (e.g. cyclopropenoic fatty acids or gossypol) in the diet	False	False	False	5.69
0.67	Bacillus cereus	RISB1701	Diptera	Phlebotomus papatasi	Bacillus	Bacillus cereus	None	True	False	False	5.67
0.62	Blattabacterium cuenoti	RISB2141	Blattodea	Blatta orientalis	Blattabacterium	Blattabacterium cuenoti	None	True	False	False	5.62
0.79	Wolbachia	RISB1584	Hymenoptera	Nasonia vitripennis	Wolbachia	Wolbachia	there were few significant changes in immune or reproductive proteins between samples with and without Wolbachia infection. Differentially expressed proteins were involved in the binding process, catalytic activity, and the metabolic process	False	False	False	5.61
0.79	Wolbachia	RISB0779	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	Wolbachia infection affects differential gene expression in Drosophila testis.Genes involved in carbohydrate metabolism, lysosomal degradation, proteolysis, lipid metabolism, and immune response were upregulated in the presence of Wolbachia	False	False	False	5.59
0.23	Arsenophonus sp. aPb	RISB2518	Hemiptera	Aphis glycines	Arsenophonus	Arsenophonus sp.	obligate symbiont	True	False	False	5.57
0.57	Providencia rettgeri	RISB1352	Hymenoptera	Nasonia vitripennis	Providencia	Providencia rettgeri NVITNone3	None	True	False	False	5.57
3.8	Candidatus Blochmanniella	RISB1487	Hymenoptera	Camponotus floridanus	Candidatus Blochmanniella	Blochmannia floridanus	recycling nitrogen and helping to synthesize amino acids, fatty acids, and nucleotides	False	False	False	5.52
0.79	Wolbachia	RISB1408	Diptera	Anastrepha fraterculus	Wolbachia	Wolbachia	Wolbachia is the only known reproductive symbiont present in these morphotypes. Wolbachia reduced the ability for embryonic development in crosses involving cured females and infected males within each morphotype (uni-directional CI).	False	False	False	5.47
0.45	Klebsiella pneumoniae	RISB0511	Lepidoptera	Plutella xylostella	Klebsiella	Klebsiella pneumoniae	None	True	False	False	5.45
0.45	Klebsiella pneumoniae	RISB1771	Diptera	Muscidae	Klebsiella	Klebsiella pneumoniae	None	True	False	False	5.45
0.79	Wolbachia	RISB2547	Lepidoptera	Eurema hecabe	Wolbachia	Wolbachia	the butterfly Eurema hecabe is infected with two different strains (wHecCI2 and wHecFem2) of the bacterial endosymbiont Wolbachia, genetic males are transformed into functional females, resulting in production of all-female broods.	False	False	False	5.41
3.8	Candidatus Blochmanniella	RISB2505	Blattodea	Blattella germanica	Candidatus Blochmanniella	Blochmannia	produce ammonia from dietary urea and then use it as a source of nitrogen	False	False	False	5.26
0.25	Gilliamella	RISB0102	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	False	False	False	5.25
0.25	Gilliamella	RISB0176	Hymenoptera	Apis mellifera	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	False	False	False	5.25
0.25	Gilliamella	RISB0177	Hymenoptera	Apis cerana	Gilliamella	Gilliamella apicola	Bifidobacterium provides complementary demethylation service to promote Gilliamella growth on methylated homogalacturonan, an enriched polysaccharide of pectin. In exchange, Gilliamella shares digestive products with Bifidobacterium, through which a positive interaction is established	False	False	False	5.25
0.23	Arsenophonus sp. aPb	RISB0367	Lepidoptera	Polyommatus bellargus	Arsenophonus	Arsenophonus sp.	None	True	False	False	5.23
0.23	Arsenophonus sp. aPb	RISB0431	Hemiptera	Agonoscena pistaciae	Arsenophonus	Arsenophonus sp.	None	True	False	False	5.23
0.17	Candidatus Annandia adelgestsuga	RISB2207	Hemiptera	Adelges tsugae	Candidatus Annandia	Candidatus Annandia adelgestsuga	None	True	False	False	5.17
0.16	Candidatus Palibaumannia cicadellinicola	RISB1594	Hemiptera	Graphocephala coccinea	Candidatus Palibaumannia	Candidatus Palibaumannia cicadellinicola	None	True	False	False	5.16
0.16	Candidatus Palibaumannia cicadellinicola	RISB1595	Hemiptera	Graphocephala coccinea	Candidatus Palibaumannia	Candidatus Palibaumannia cicadellinicola strain Gra	None	True	False	False	5.16
0.14	Candidatus Megaera polyxenophila	RISB0587	None	Multiple species	Candidatus Megaera	Candidatus Megaera polyxenophila	None	True	False	False	5.14
0.79	Wolbachia	RISB1606	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	Upregulate expression of Pale and Ddc, mediates the expression of dopamine related genes, increase total sleep time in both male and female Drosophila melanogaster and decreases the sleep quality of their insect hosts	False	False	False	5.13
0.79	Wolbachia	RISB2344	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	Wolbachia infection changes the expression of several genes putatively associated with spermatogenesis including JH induced protein-26 and Mst84Db, or involved in immune (kenny) or metabolism (CG4988-RA)	False	False	False	4.85
0.79	Wolbachia	RISB2265	Diptera	Anopheles stephensi	Wolbachia	Wolbachia	Wolbachia strain wAlbB displays the ability to induce high levels of cytoplasmic incompatibility, wAlbB conferred resistance in the mosquito to the human malaria parasite Plasmodium falciparum	False	False	False	4.63
3.8	Candidatus Blochmanniella	RISB2355	Hymenoptera	Camponotus floridanus	Candidatus Blochmanniella	Candidatus Blochmanniella floridana	Interaction with the host's immune system	False	False	False	4.62
0.79	Wolbachia	RISB1444	Hemiptera	Laodelphax striatellus	Wolbachia	Wolbachia wStri	Wolbachia-infected host embryonic development genes revealed Ddx1 mRNAs, which is required for host viability and in the germ line, accumulated in the posterior region of 3-day-old embryos	False	False	False	4.55
0.79	Wolbachia	RISB1539	Hemiptera	Cimex lectularius	Wolbachia	Wolbachia	wCle provisions the bed bug with B vitamins.It is likely that because of wCle’s nutritional contribution to the bed bug, its titer increases in relation to bed bug growth and development.	False	False	False	4.53
0.79	Wolbachia	RISB2036	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	A specific strain of Wolbachia was observed to reduce the initiation of aggressive encounters in Drosophila males, which may achieved by influencing the production of octopamine.	False	False	False	4.35
0.79	Wolbachia	RISB2601	Hymenoptera	Asobara tabida	Wolbachia	Wolbachia	Wolbachia is necessary for oogenesis in these A. tabida strains，aposymbiotic female wasps were completely incapable of producing mature oocytes and therefore could not reproduce	False	False	False	4.33
0.79	Wolbachia	RISB2322	Diptera	Aedes aegypti	Wolbachia	Wolbachia	Wolbachia induce resistance to a number of human pathogens, including dengue virus (DENV), Plasmodium, and filarial nematodes, but the molecular mechanism involved is unclear	False	False	False	4.27
3.8	Candidatus Blochmanniella	RISB2329	Hymenoptera	Camponotus japonicus	Candidatus Blochmanniella	Candidatus Blochmanniella	obligate symbiont	False	False	False	4.14
0.79	Wolbachia	RISB0418	Hymenoptera	Habrobracon hebetor	Wolbachia	Wolbachia	indicate significant effects of the intracellular symbiotic bacterium Wolbachia on the metabolism of H. hebetor larvae and on the activity of its digestive enzymes	False	False	False	4.05
0.79	Wolbachia	RISB2473	Lepidoptera	Phyllonorycter blancardella	Wolbachia	Wolbachia	P. blancardella relies on bacterial endosymbionts (possibly Wolbachia) to manipulate the physiology of its host plant, resulting in the green-island phenotype	False	False	False	3.95
0.79	Wolbachia	RISB2474	Lepidoptera	Phyllonorycter blancardella	Wolbachia	Wolbachia sp.	To increase host insect fitness, the maintenance of chlorophyll and nutrient-rich “green island” (insect feeding site) in senescent leaves of the host plant	False	False	False	3.91
3.8	Candidatus Blochmanniella	RISB0254	Hymenoptera	Camponotus pennalicus	Candidatus Blochmanniella	Candidatus Blochmanniella pennsylvanica	None	False	False	False	3.8
0.79	Wolbachia	RISB1233	Diptera	Anopheles coluzzii	Wolbachia	Wolbachia wAnga	wAnga may influence or interact with the Anopheles microbiota, which may contribute to the impact of wAnga on Anopheles biology and vectorial capacity	False	False	False	3.79
0.79	Wolbachia	RISB1332	Diptera	Rhagoletis cerasi	Wolbachia	Wolbachia	can alter the reproduction of hosts through various manipulations, like cytoplasmic incompatibility (CI), enhancing its spread in new host populations	False	False	False	3.79
0.79	Wolbachia	RISB2614	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia popcorn	begins massive proliferation in the adult, causing widespread degeneration of tissues, including brain, retina, and muscle, culminating in early death	False	False	False	3.79
0.79	Wolbachia	RISB0988	Hymenoptera	Trichogramma brassicae	Wolbachia	Wolbachia	the wasp's infection with Wolbachia may lead to impairment of post-eclosion host preference and facilitates growing up on different host species	False	False	False	3.67
0.79	Wolbachia	RISB2486	Diptera	Aedes aegypti	Wolbachia	Wolbachia	Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium; Wolbachia also halves adult lifespan	False	False	False	3.41
0.79	Wolbachia	RISB1520	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	enhance nanos expression via the bacterial TomO protein in order to fuel germ stem cell maintenance in infected Drosophila females	False	False	False	3.39
0.79	Wolbachia	RISB1499	Diptera	Aedes aegypti	Wolbachia	Wolbachia strain wMel	induce cytoplasmic incompatibility and control the spread of arboviruses around the world through blockage of viral transmission	False	False	False	3.35
0.79	Wolbachia	RISB1515	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia pipientis	increases the recombination rate observed across two genomic intervals and increases the efficacy of natural selection in hosts	False	False	False	3.33
0.79	Wolbachia	RISB1936	Hymenoptera	Asobara japonica	Wolbachia	Wolbachia	do not affect development of the host female reproductive tract and eggs, but do enhance host-searching ability of female wasps	False	False	False	3.33
0.79	Wolbachia	RISB1442	Hymenoptera	Habrobracon hebetor	Wolbachia	Wolbachia	Wolbachia induces cytoplasmic incompatibility (CI) in H. hebetor and affects host mating behavior in favor of its transmission	False	False	False	3.31
0.79	Wolbachia	RISB1532	Thysanoptera	Hoplothrips carpathicus	Wolbachia	Wolbachia	This bacterium can eliminate males, turn them into females, sterilize uninfected females or behave as a mutualistic symbiont	False	False	False	3.27
0.79	Wolbachia	RISB0447	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	Wolbachia can protect insects against the La Jolla virus (LJV; Iflaviridae) and Newfield virus (NFV; Permutotetraviridae)	False	False	False	3.21
0.79	Wolbachia	RISB1382	Lepidoptera	Thitarodes pui	Wolbachia	Wolbachia	play important roles in helping the host larva to digest foods, adapt to extreme environments, or resist pathogens	False	False	False	3.07
0.79	Wolbachia	RISB0491	Hemiptera	Cimex hemipterus	Wolbachia	Wolbachia	the disruption of the abundant Wolbachia could be related to the enhanced susceptibility towards the insecticides	False	False	False	3.05
0.79	Wolbachia	RISB0215	Hemiptera	Circulifer tenellus	Wolbachia	Wolbachia	Wolbachia may increase this insect's ability to tolerate or acquire the pathogen Candidatus Phytoplasma trifolii	False	False	False	3.03
0.79	Wolbachia	RISB2291	Hemiptera	Sogatella furcifera	Wolbachia	Wolbachia	dual infection with Cardinium and Wolbachia induced strong cytoplasmic incompatibility (CI) in a single host	False	False	False	2.95
0.79	Wolbachia	RISB1683	Hymenoptera	Asobara japonica	Wolbachia	Wolbachia	the sensitivity to oxidative stress was increased when host is infected by Wolbachia, rather than decreased	False	False	False	2.93
0.79	Wolbachia	RISB0822	Hemiptera	Nilaparvata lugens	Wolbachia	Wolbachia	orchestrate host detoxification metabolism via the CncC pathway to promote host insecticide resistance	False	False	False	2.83
0.79	Wolbachia	RISB0985	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	Wolbach regulates the host's transcriptional response to viral infection and affects viral replication	False	False	False	2.83
0.79	Wolbachia	RISB1354	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia pipientis	Wolbachia influence octopamine metabolism in the Drosophila females, which is by the symbiont genotype	False	False	False	2.83
0.79	Wolbachia	RISB1844	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	the presence of Wolbachia and Spiroplasma in D. melanogaster up-regulated certain immune-related genes	False	False	False	2.83
0.79	Wolbachia	RISB0563	Diptera	Chrysomya megacephala	Wolbachia	Wolbachia	Wolbachia increases the resistance to arbovirus infection, resulting in decreased virus transmission.	False	False	False	2.81
0.79	Wolbachia	RISB2508	Diptera	Drosophila simulans	Wolbachia	Wolbachia	increase olfactory response of flies by regulating the expression of olfaction-related genes in hosts	False	False	False	2.81
0.79	Wolbachia	RISB0698	Hemiptera	Nilaparvata lugens	Wolbachia	Wolbachia wStri	reduces bacterial species richness and reshapes bacterial community structure in Nilaparvata lugens	False	False	False	2.77
0.79	Wolbachia	RISB0957	Diptera	Aedes albopictus	Wolbachia	Wolbachia	antibiotics induced histopathological damage and reactive oxygen species production in the ovaries	False	False	False	2.75
0.79	Wolbachia	RISB2595	Thysanoptera	Franklinothrips vespiformis	Wolbachia	Wolbachia	cause thelytoky, which is a form of parthenogenesis in which females produce females without males	False	False	False	2.75
0.79	Wolbachia	RISB1933	Hemiptera	Pentalonia nigronervosa	Wolbachia	Wolbachia sp.（wPn）	Wolbachia increases production by its host of reactive oxygen species and its antioxidant system	False	False	False	2.71
0.79	Wolbachia	RISB0986	Hemiptera	Nilaparvata lugens	Wolbachia	Wolbachia	enhances expression of P450 NlCYP4CE1 in Nilaparvata lugens in response to imidacloprid stress	False	False	False	2.67
0.79	Wolbachia	RISB2517	Hymenoptera	Muscidifurax uniraptor	Wolbachia	Wolbachia wUni	responsible for the induction of parthenogenesis in the parasitoid wasp Muscidifurax uniraptor	False	False	False	2.67
0.79	Wolbachia	RISB1083	Hemiptera	Yamatotettix flavovittatus	Wolbachia	Wolbachia	Wolbachia-infected lineages had prolonged immature development periods and female longevity	False	False	False	2.61
0.17	Yersinia	RISB0492	Hemiptera	Cimex hemipterus	Yersinia	Yersinia	the disruption of the abundant Yersinia possibly could be related to the enhanced susceptibility towards the insecticides	False	False	False	2.59
0.79	Wolbachia	RISB0170	Hemiptera	Pseudoregma bambucicola	Wolbachia	Wolbachia	influences the reproduction of its hosts to facilitate its proliferation and transmission	False	False	False	2.57
0.79	Wolbachia	RISB0171	Hemiptera	Purohita taiwanensis	Wolbachia	Wolbachia	influences the reproduction of its hosts to facilitate its proliferation and transmission	False	False	False	2.57
0.79	Wolbachia	RISB0172	Hemiptera	Tropidocephala brunnipennis	Wolbachia	Wolbachia	influences the reproduction of its hosts to facilitate its proliferation and transmission	False	False	False	2.57
0.79	Wolbachia	RISB0173	Hemiptera	Antonina pretiosa	Wolbachia	Wolbachia	influences the reproduction of its hosts to facilitate its proliferation and transmission	False	False	False	2.57
0.79	Wolbachia	RISB0448	Hymenoptera	Trichogramma	Wolbachia	Wolbachia	increased superparasitism by Wolbachia-infected females compared with uninfected females	False	False	False	2.55
0.79	Wolbachia	RISB0799	Hemiptera	Pseudoregma bambucicola	Wolbachia	Wolbachia	may regulate the loss of sexual reproduction or has a nutritional role in P. bambucicola	False	False	False	2.55
0.79	Wolbachia	RISB1744	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia	Wolbachia strain wMel changes the composition of gut commensal bacteria in the fruit fly	False	False	False	2.55
0.79	Wolbachia	RISB2516	Diptera	Drosophila simulans	Wolbachia	Wolbachia wRi	induces very strong cytoplasmic incompatibility in its natural host Drosophila simulans	False	False	False	2.53
1.47	Clostridium	RISB0028	Lepidoptera	Sesamia inferens	Paraclostridium	Paraclostridium sp. strain NRPSBPS-1	degrade Chlorpyrifos and Chlorantraniliprole in vitro	False	False	False	2.53
0.79	Wolbachia	RISB2323	Diptera	Aedes albopictus	Wolbachia	Wolbachia wAlbA	induces cytoplasmic incompatibility and blocks dengue transmission in Aedes albopictus	False	False	False	2.51
0.79	Wolbachia	RISB2324	Diptera	Aedes albopictus	Wolbachia	Wolbachia wAlbB	induces cytoplasmic incompatibility and blocks dengue transmission in Aedes albopictus	False	False	False	2.51
0.79	Wolbachia	RISB0189	Diptera	Drosophila suzukii	Wolbachia	Wolbachia	Wolbachia positively affected female fecundity and offspring mass after a diet shift	False	False	False	2.47
0.56	Xenorhabdus	RISB1372	Lepidoptera	Spodoptera frugiperda	Xenorhabdus	Xenorhabdus rhabduscin	the products of the symbiont gene cluster inhibit Spodoptera frugiperda phenoloxidase activity	False	False	False	2.44
0.79	Wolbachia	RISB1287	Lepidoptera	Chilo suppressalis	Wolbachia	Wolbachia	Wolbachia reduce the susceptibility of C. suppressalis to fipronil and avermectin	False	False	False	2.41
0.79	Wolbachia	RISB0106	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia wMelPop	The virulent wMelPop can improve the learning and memory capacity of Drosophila.	False	False	False	2.39
0.79	Wolbachia	RISB0111	Diptera	Aedes aegypti	Wolbachia	Wolbachia strain wAlbB	Dengue reduction increased with Wolbachia frequency to a predicted 75.8% at 100%	False	False	False	2.39
0.79	Wolbachia	RISB2043	Hemiptera	Homalodisca vitripennis	Wolbachia	Wolbachia ftsZ	likely interact with pathogen Xylella fastidiosa in the cibarium and precibarium	False	False	False	2.39
0.79	Wolbachia	RISB2073	Hemiptera	Cimex lectularius	Wolbachia	wCle	be essential for host’s growth and reproduction via provisioning of B vitamins	False	False	False	2.35
0.79	Wolbachia	RISB2352	Lepidoptera	Hypolimnas bolina	Wolbachia	Wolbachia	Male-killing, in which symbionts kill the male progeny of infected females	False	False	False	2.27
0.79	Wolbachia	RISB2462	Lepidoptera	Hypolimnas bolina	Wolbachia	Wolbachia	Male-killing, in which symbionts kill the male progeny of infected females	False	False	False	2.27
0.79	Wolbachia	RISB0457	Lepidoptera	Ostrinia furnacalis	Wolbachia	Wolbachia wFur	manipulate the sexual development and reproduction of their insect hosts.	False	False	False	2.25
0.79	Wolbachia	RISB1445	Hemiptera	Nilaparvata lugens	Wolbachia	Wolbachia	supplement biotin and riboflavin to enhance reproduction in planthoppers	False	False	False	2.23
0.79	Wolbachia	RISB2309	Lepidoptera	Spodoptera exempta	Wolbachia	Wolbachia	male killing; driving a selective sweep on armyworm haplotype diversity	False	False	False	2.21
0.79	Wolbachia	RISB1425	Hymenoptera	Formica exsecta	Wolbachia	Wolbachia wFex	show considerable rates of gene transfer from the symbiont to the host	False	False	False	2.19
0.79	Wolbachia	RISB0569	Hemiptera	Sogatella furcifera	Wolbachia	Wolbachia	reduce microbiome diversity and modify host metabolism and fecundity	False	False	False	2.15
0.79	Wolbachia	RISB0756	Diptera	Aedes fluviatilis	Wolbachia	Wolbachia	modulates metabolism and immunity during Aedes fluviatilis oogenesis	False	False	False	2.15
0.79	Wolbachia	RISB1569	Lepidoptera	Phyllonorycter mespilella	Wolbachia	Wolbachia	modulation of plant CK levels is impaired in the Wolbachia-free host	False	False	False	2.15
0.79	Wolbachia	RISB2121	Diptera	Aedes fluviatilis	Wolbachia	Wolbachia pipientis	A. fluviatilis and Wolbachia may be modulated by glycogen metabolism	False	False	False	2.15
0.79	Wolbachia	RISB1290	Hemiptera	Nilaparvata lugens	Wolbachia	Wolbachia	enhances expression of NlCYP4CE1 in response to imidacloprid stress	False	False	False	2.13
0.79	Wolbachia	RISB1935	Lepidoptera	Corcyra cephalonica	Wolbachia	Wolbachia wCcep	induces reproductive incompatibility in the whitefly Bemisia tabaci	False	False	False	2.13
0.79	Wolbachia	RISB2556	Diptera	Exorista sorbillans	Wolbachia	Wolbachia	Wolbachia infection enhanced the fecundity of Exorista sorbillans	False	False	False	2.09
0.79	Wolbachia	RISB0011	Hemiptera	Sogatella furcifera	Wolbachia	Wolbachia	significantly decreased the diversity of the microbial community	False	False	False	2.07
0.79	Wolbachia	RISB2383	Lepidoptera	Euchloe hecabe	Wolbachia	Wolbachia	Complete feminisation of genetic males into functional females	False	False	False	2.03
0.79	Wolbachia	RISB2384	Lepidoptera	Eurema mandarina	Wolbachia	Wolbachia	Complete feminisation of genetic males into functional females	False	False	False	2.03
0.56	Xenorhabdus	RISB2270	Hemiptera	Acyrthosiphon pisum	Xenorhabdus	Xenorhabdus bovienii	have the gene PIN1 encoding the protease inhibitor protein against aphids	False	False	False	2.02
0.79	Wolbachia	RISB0444	Diptera	Culex quinquefasciatus	Wolbachia	Wolbachia	Wolbachia can inhibit the presence of Thorsellia and Serratia	False	False	False	2.01
0.79	Wolbachia	RISB0678	Diptera	Drosophila melanogaster	Wolbachia	Wolbachia pipientis	Increasing Heat Stress Resistance of Drosophila melanogaster	False	False	False	1.99
0.79	Wolbachia	RISB0711	Trombidiformes	Fragariocoptes setiger	Wolbachia	Wolbachia	it may have unexpected properties, including gall formation.	False	False	False	1.99
0.79	Wolbachia	RISB2612	Hymenoptera	Trichogramma bourarachae	Wolbachia	Wolbachia	Wolbachia is associated with a higher fecundity of strains	False	False	False	1.95
0.79	Wolbachia	RISB0191	Hymenoptera	Trichogramma pretiosum	Wolbachia	Wolbachia	Wolbachia titers are relate to sex determination of host	False	False	False	1.91
0.79	Wolbachia	RISB2566	Diptera	Ceratitis capitata	Wolbachia	Wolbachia	induced complete cytoplasmic incompatibility in the host	False	False	False	1.91
0.79	Wolbachia	RISB2321	Lepidoptera	Spodoptera exempta	Wolbachia	Wolbachia	Wolbachia make host more susceptible to viral infection	False	False	False	1.89
0.79	Wolbachia	RISB1289	Hemiptera	Laodelphax striatellus	Wolbachia	Wolbachia	supply biotin and riboflavin to enhance reproduction	False	False	False	1.83
0.79	Wolbachia	RISB1656	Hemiptera	Bemisia tabaci	Wolbachia	Wolbachia	leads to female bias and may affect host resistance	False	False	False	1.81
0.79	Wolbachia	RISB0400	Phthiraptera	Menacanthus eurysternus	Wolbachia	Wolbachia	a causative agent of cytoplasmic incompatibility	False	False	False	1.75
0.79	Wolbachia	RISB0414	Hemiptera	Melanaphis sacchari	Wolbachia	Wolbachia	involved in feminization and parthenogenesis	False	False	False	1.67
0.79	Wolbachia	RISB2342	Hymenoptera	Nasonia giraulti	Wolbachia	Wolbachia pipientis	Increase mate acceptance of infected females	False	False	False	1.67
0.79	Wolbachia	RISB1443	Diptera	Neoceratitis asiatica	Wolbachia	Wolbachia	induce complete cytoplasmic incompatibility	False	False	False	1.65
0.79	Wolbachia	RISB2314	Diptera	Culex pipiens	Wolbachia	Wolbachia	induces cytoplasmic incompatibility (CI)	False	False	False	1.59
