ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Function	Transmission mode	Symbiont Seq	Reference	doi	note
259	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Pseudomonadota	Burkholderiales	Comamonas	Species	Comamonas koreensi	Comamonas koreensi	Bacteria	Unknown	Unknown	Unknown	CNP0003559 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111047	None
260	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Bacteroidota	Sphingobacteriales	Sphingobacterium	Species	Sphingobacterium multivorum	Sphingobacterium multivorum	Bacteria	Unknown	Unknown	Unknown	CNP0003560 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111048	None
261	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Bacillota	Bacillales	Staphylococcus	Species	Staphylococcus xylosus	Staphylococcus xylosus	Bacteria	Unknown	Unknown	Unknown	CNP0003561 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111049	None
262	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Campylobacterota	Campylobacterales	Helicobacter	Species	Helicobacter pylri	Helicobacter pylri	Bacteria	Unknown	Unknown	Unknown	CNP0003562 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111050	None
263	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas	Bacteria	Unknown	Unknown	Unknown	CNP0003563 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111051	None
264	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Bacteroidota	Flavobacteriales	Chryseobacterium	Genus	Chryseobacterium	Chryseobacterium	Bacteria	Unknown	Unknown	Unknown	CNP0003564 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111052	None
265	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Pseudomonadota	Hyphomicrobiales	Agrobacterium	Species	Agrobacterium tumefaciens	Agrobacterium tumefaciens	Bacteria	Unknown	Unknown	Unknown	CNP0003565 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111053	None
266	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Bacteroidota	Flavobacteriales	Flavobacterium	Species	Flavobacterium johnsoniae	Flavobacterium johnsoniae	Bacteria	Unknown	Unknown	Unknown	CNP0003566 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111054	None
267	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Pseudomonadota	Enterobacterales	Serratia	Species	Serratia marcescens	Serratia marcescens	Bacteria	Unknown	Unknown	Unknown	CNP0003567 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111055	None
268	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Serinales	Meyerozyma	Species	Pichia guilliermondii	Pichia guilliermondii	Fungi	Unknown	Unknown	Unknown	CNP0003568 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111056	None
269	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Cladosporiales	Cladosporium	Genus	Cladosporium	Cladosporium	Fungi	Unknown	Unknown	Unknown	CNP0003569 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111057	None
270	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Cladosporiales	Cladosporium	Genus	Cladosporium	Cladosporium	Fungi	Unknown	Unknown	Unknown	CNP0003570 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111058	None
271	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Hypocreales	Fusarium	Genus	Fusarium	Fusarium	Fungi	Unknown	Unknown	Unknown	CNP0003571 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111059	None
272	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Eurotiales	Penicillium	Genus	Penicillium	Penicillium	Fungi	Unknown	Unknown	Unknown	CNP0003572 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111060	None
273	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Basidiomycota	Ustilaginales	Moesziomyces	Species	Pseudozyma aphidis	Pseudozyma aphidis	Fungi	Unknown	Unknown	Unknown	CNP0003573 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111061	None
274	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Cladosporiales	Cladosporium	Genus	Cladosporium	Cladosporium	Fungi	Unknown	Unknown	Unknown	CNP0003574 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111062	None
275	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Eurotiales	Penicillium	Genus	Penicillium	Penicillium	Fungi	Unknown	Unknown	Unknown	CNP0003575 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111063	None
276	Amplicon	Hemiptera	Aleyrodidae	Aleyrodinae	Melanaphis bambusae	Ascomycota	Hypocreales	Fusarium	Species	Gibberella zeae	Gibberella zeae	Fungi	Unknown	Unknown	Unknown	CNP0003576 (https://db.cngb.org/ )	Microbiome Analysis of the Bamboo AphidMelanaphis bambusae Infected with the Aphid ObligatePathogen Conidiobolus obscurus (Entomophthoromycotina)	10.3390/insects13111064	None
277	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Cephalotes	Pseudomonadota	None	Burkholderiales	Genus	Burkholderiales	Burkholderiales	Bacteria	Unknown	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Unknown	PRJNA 683914	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21065-y.	None
278	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Cephalotes	Verrucomicrobiota	None	Opitutales	Genus	Opitutales	Opitutales	Bacteria	Unknown	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Unknown	PRJNA 683915	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21066-y.	None
279	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Cephalotes	Pseudomonadota	None	Pseudomonadales	Genus	Pseudomonadales	Pseudomonadales	Bacteria	Unknown	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Unknown	PRJNA 683916	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21067-y.	None
280	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Cephalotes	Pseudomonadota	None	Rhizobiales	Genus	Rhizobiales	Rhizobiales	Bacteria	Unknown	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Unknown	PRJNA 683917	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21068-y.	None
281	Symbiont	Hymenoptera	Formicidae	Pseudomyrmecinae	Cephalotes	Pseudomonadota	None	Xanthomonadales	Genus	Xanthomonadales	Xanthomonadales	Bacteria	Unknown	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Unknown	PRJNA 683918	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21069-y.	None
282	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Recilia dorsalis	Kitrinoviricota	Martellivirales	None	Family	Virgaviridae	Virgaviridae	Virus	Intracellular	Unknown	Vertical	OP326514	Arboviruses and symbiotic viruses cooperatively hijack insect sperm-specific proteins for paternal transmission	10.1038/s41467-023-36993-0.	None
283	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Lagria villosa	Pseudomonadota	Burkholderiales	Burkholderia	Species	Burkholderia gladioli	Burkholderia gladioli	Bacteria	Extracellular	Egg antifungal protection	Vertical	KT888026 , KT888030,KU358660,KU358661	Antibiotic-producing symbionts dynamically transition between plant pathogenicity and insect-defensive mutualism	10.1038/ncomms15172	None
284	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Lagria villosa	Pseudomonadota	Burkholderiales	Burkholderia	Species	Burkholderia gladioli	Burkholderia gladioli  Lv-StA	Bacteria	Extracellular	Antibiotic production	Vertical	KT888026 ,KT888030, KU358660 , KU358661	Antibiotic-producing symbionts dynamically transition between plant pathogenicity and insect-defensive mutualism	10.1038/ncomms15173	None
285	Symbiont	Enterobacterales	Enterobacteriaceae	None	Hamiltonella defensa	Pseudomonadota	Enterobacterales	Buchnera	Species	Buchnera aphidicola	Buchnera aphidicola	Bacteria	Unknown	attenuate the systemic release of volatiles by plants after aphid attack, reducing parasitic wasp recruitment and increasing aphid fitness.	Unknown	Unknown	Symbionts protect aphids from parasitic wasps by attenuating herbivore-induced plant volatiles	10.1038/s41467-017-01935-0	None
286	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Ostrinia furnacalis	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Unknown	manipulate the sexual development and reproduction of their insect hosts.	Unknown	GCF_004193835.1_ASM419383v1_protein.faa	A Wolbachia factor for male killing in lepidopteran insects	10.1038/s41467-022-34488-y	None
287	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia symbiont strain SFA1	Bacteria	Unknown	degrade this insecticide through a horizontally acquired insecticide-degrading enzyme into the non-insecticidal	Unknown	AP022305–AP022312	Insecticide resistance by a host-symbiont reciprocal detoxification	None	None
288	Symbiont	Lepidoptera	Pyralidae	Galleriinae	Galleria mellonella	Ascomycota	Hypocreales	Metarhizium	Species	Metarhizium robertsii	Metarhizium robertsii	Bacteria	Unknown	mediates the saprophyte-to-insect pathogen transition through modulation of the expression of a membrane protein, Mr-OPY2.	Unknown	SRP105041	Alternative transcription start site selection in Mr-OPY2 controls lifestyle transitions in the fungus Metarhizium robertsii	10.1038/s41467-017-01756-1	None
289	Metagenome	Diptera	Culicidae	Culicinae	Culex pipiens	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	alter host reproductive behavior	Unknown	PRJEB 26028	The Wolbachia mobilome in Culex pipiens includes a putative plasmid	10.1038/s41467-019-08973-w	None
290	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila biauraria	Pisuviricota	Durnavirales	None	Family	Partitiviridae	Partitiviridae DbMKPV 1	Virus	Intracellular	Partitiviridae DbMKPV 1	Vertical	DRA 011109 (DDBJ Sequence Read Archive)	A male-killing gene encoded by a symbiotic virus of Drosophila	10.1038/s41467-023-37145-0	None
291	Metagenome	None	None	None	Multiple species	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Unknown	Unknown	Unknown	PRJNA763820	Genomic diversity across the Rickettsia and ‘Candidatus Megaira’ genera and proposal of genus status for the Torix group	10.1038/s41467-022-30385-6	None
292	Symbiont	Coleoptera	Bostrichidae	Lyctinae	Lagria villosa	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia gladioli Lv-StB	Bacteria	Unknown	Unknown	Unknown	None	An antifungal polyketide associated with horizontally acquired genes supports symbiont-mediated defense in Lagria villosa beetles	10.1038/s41467-018-04955-6	None
293	Symbiont	Diptera	Culicidae	Anophelinae	Anopheles arabiensis	Microsporidia	None	None	Phylum	Microsporidia	Microsporidia MB	Fungi	Unknown	impairs Plasmodium transmission	Vertical	MT 160806	A microsporidian impairs Plasmodium falciparum transmission in Anopheles arabiensis mosquitoes	10.1038/s41467-020-16121-y	None
294	Metagenome	Hemiptera	Pentatomidae	Pentatominae	Nezara viridula	None	None	None	None	None	N. viridula-associated microbiota	Bacteria	Intracellular and Extracellular	plays an important role in interactions between insects and plants and could therefore be considered a valuable target for the development of sustainable pest control strategies.	Mixed-mode	PRJEB64167	Microbiota of pest insect Nezara viridula mediate detoxification and plant defense repression	10.1093/ismejo/wrae097	None
295	Symbiont	Hemiptera	Pentatomidae	Pentatominae	Nezara viridula	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea sp. Nvir	Bacteria	Intracellular and Extracellular	plays an important role in interactions between insects and plants and could therefore be considered a valuable target for the development of sustainable pest control strategies.	Mixed-mode	GCA_960934465.1	Microbiota of pest insect Nezara viridula mediate detoxification and plant defense repression	10.1093/ismejo/wrae097	None
296	Symbiont	Hemiptera	Pentatomidae	Pentatominae	Nezara viridula	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia marcescens	Bacteria	Intracellular and Extracellular	plays an important role in interactions between insects and plants and could therefore be considered a valuable target for the development of sustainable pest control strategies.	Mixed-mode	GCA_960934455.1	Microbiota of pest insect Nezara viridula mediate detoxification and plant defense repression	10.1093/ismejo/wrae097	None
297	Symbiont	Hemiptera	Pentatomidae	Pentatominae	Nezara viridula	Pseudomonadota	Enterobacterales	Sodalis	Genus	Sodalis	Sodalis praecaptivus	Bacteria	Intracellular and Extracellular	plays an important role in interactions between insects and plants and could therefore be considered a valuable target for the development of sustainable pest control strategies.	Mixed-mode	GCA_960934445.1	Microbiota of pest insect Nezara viridula mediate detoxification and plant defense repression	10.1093/ismejo/wrae097	None
298	Amplicon	Hymenoptera	Apidae	Apinae	Anthophora bomboides	None	None	None	None	None	brood microbiome	Bacteria and Fungi	Intracellular	provide key fitness advantages through larval development and diapause	Vertical	https://datadryad.org/stash/dataset/doi:10.5061/dryad.gtht76ht1	Symbiotic bacteria and Fungi proliferate in diapause and may enhance overwintering survival in a solitary bee	10.1093/ismejo/wrae089	None
299	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Nilaparvata lugens	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Unknown	orchestrate host detoxification metabolism via the CncC pathway to promote host insecticide resistance	Unknown	None	Decline in symbiont-dependent host detoxification metabolism contributes to increased insecticide susceptibility of insects under high temperature	10.1038/s41396-021-01046-1	None
300	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Riptortus pedestris	Pseudomonadota	Burkholderiales	Burkholderia	Genus	Burkholderia	Burkholderia	Bacteria	Unknown	degrading  insecticide fenitrothion (MEP)	Unknown	None	Infection dynamics of insecticide-degrading symbionts from soil to insects in response to insecticide spraying	10.1038/s41396-017-0021-9	None
301	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Ascomycota	Hypocreales	Beauveria	Species	Beauveria bassiana	Beauveria bassiana	Fungi	Unknown	B. bassiana evolved a defensin-like BbAMP1 to battle the insect surface microbiotas to facilitate fungal infection of insect hosts	Unknown	PRJNA751686 (SRX11638323-SRX11638354)	Suppression of the insect cuticular microbiomes by a fungal defensin to facilitate parasite infection	10.1038/s41396-022-01323-7	None
302	Symbiont	Lepidoptera	Erebidae	Arctiinae	Hyphantria cunea	Bacteroidota	Bacteroidales	Bacteroides	Genus	Bacteroides	Bacteroides	Bacteria	Intracellular	enhance the compatibility of invasive pests to new hosts and enable more rapid adaptation to new habitats.	Unknown	None	Gut microbiota facilitate adaptation of invasive moths to new host plants	DOI: 10.1093/ismejo/wrae031	None
303	Symbiont	Lepidoptera	Erebidae	Arctiinae	Hyphantria cunea	Bacillota	Lachnospirales	Blautia	Genus	Blautia	Blautia	Bacteria	Unknown	enhance the compatibility of invasive pests to new hosts and enable more rapid adaptation to new habitats.	Unknown	None	Gut microbiota facilitate adaptation of invasive moths to new host plants	DOI: 10.1093/ismejo/wrae031	None
304	Symbiont	Lepidoptera	Erebidae	Arctiinae	Hyphantria cunea	Bacillota	Lachnospirales	Coprococcus	Genus	Coprococcus	Coprococcus	Bacteria	Unknown	enhance the compatibility of invasive pests to new hosts and enable more rapid adaptation to new habitats.	Unknown	None	Gut microbiota facilitate adaptation of invasive moths to new host plants	DOI: 10.1093/ismejo/wrae031	None
305	Symbiont	None	None	None	cycadivorous insects	None	None	None	None	None	cycadivorous insects microbiomes	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	PRJNA961367	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
306	Symbiont	Lepidoptera	Lycaenidae	Theclinae	Eumaeus atala	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea sp. Pa-EAmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	GCA_030024295.1	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
307	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia bockelmannii	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	GCA_030053495.1	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
308	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia sp. Se-PFBMAAmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	GCA_030024235.1	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
309	Symbiont	Coleoptera	Belidae	Oxycoryninae	Rhopalotria slossonae	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia sp. Se-RSBMAAmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	GCA_030024225.1	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
310	Symbiont	Coleoptera	Belidae	Oxycoryninae	Rhopalotria slossonae	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia sp. Se-RSmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	GCA_030024255.1	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
311	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas sp. St-PFmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
312	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas sp. St-PFBMAAmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
313	Symbiont	Coleoptera	Belidae	Oxycoryninae	Rhopalotria slossonae	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas sp. St-RSmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
314	Symbiont	Coleoptera	Belidae	Oxycoryninae	Rhopalotria slossonae	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas sp. St-RSBMAAmG	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
315	Symbiont	Lepidoptera	Lycaenidae	Theclinae	Eumaeus atala	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea sp. EA-12	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
316	Symbiont	Lepidoptera	Lycaenidae	Theclinae	Eumaeus atala	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea sp. EABMAA-21	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
317	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas sp. PFBMAA-4	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
318	Symbiont	Coleoptera	Belidae	Oxycoryninae	Rhopalotria slossonae	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas sp. RS-48	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
319	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia sp. PF2-63	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
320	Symbiont	Coleoptera	Erotylidae	Pharaxonothinae	Pharaxonotha floridana	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia sp. PF-27	Bacteria	Extracellular	suggesting the occurrence of an unprecedented desferrioxamine-like biosynthetic pathway,including desferrioxamine B, which may help tolerating diets rich in azoxyglycosides, BMAA, and other cycad toxins, including a possible role for bacterial siderophores	Horizontal	None	Gut microbiomes of cycad-feeding insects tolerant to β-methylamino-L-alanine (BMAA) are rich in siderophore biosynthesis	10.1038/s43705-023-00323-8	None
