ID	Run	Assay Type	BioSample	Bytes	Center Name	Instrument	LibraryLayout	LibrarySelection	Platform	BioProject	geo_loc_name_country	geo_loc_name_country_continent	Collection_Date	geo_loc_name	BioSampleModel	lat_lon	Host	Host Order	Host Family	Isolation	Description	Doi
349	SRR23622348	WGS	SAMN33449285	3475263291	MAX PLANCK INSTITUTE FOR BIOLOGY	Illumina HiSeq 4000	PAIRED	RANDOM	ILLUMINA	PRJNA938905	Germany	Europe	2021-10	Germany: Baden-Wuerttemberg\, Tuebingen	Metagenome or environmental	48.53 N 9.05 E	Cetonia aurata	Coleoptera	Scarabaeidae	decomposed grub time point 2	None	None
350	SRR23622349	WGS	SAMN33449284	3602770143	MAX PLANCK INSTITUTE FOR BIOLOGY	Illumina HiSeq 4000	PAIRED	RANDOM	ILLUMINA	PRJNA938905	Germany	Europe	2021-10	Germany: Baden-Wuerttemberg\, Tuebingen	Metagenome or environmental	48.53 N 9.05 E	Cetonia aurata	Coleoptera	Scarabaeidae	decomposed grub time point 2	None	None
351	SRR23622350	WGS	SAMN33449275	4756430489	MAX PLANCK INSTITUTE FOR BIOLOGY	Illumina HiSeq 4000	PAIRED	RANDOM	ILLUMINA	PRJNA938905	Germany	Europe	2021-10	Germany: Baden-Wuerttemberg\, Tuebingen	Metagenome or environmental	48.53 N 9.05 E	Cetonia aurata	Coleoptera	Scarabaeidae	decomposed grub time point 1	None	None
352	SRR23622351	WGS	SAMN33449274	3394735965	MAX PLANCK INSTITUTE FOR BIOLOGY	Illumina HiSeq 4000	PAIRED	RANDOM	ILLUMINA	PRJNA938905	Germany	Europe	2021-10	Germany: Baden-Wuerttemberg\, Tuebingen	Metagenome or environmental	48.53 N 9.05 E	Cetonia aurata	Coleoptera	Scarabaeidae	decomposed grub time point 1	None	None
353	SRR19201352	WGS	SAMN28175366	3115474014	JOHANNES GUTENBERG-UNIVERSITY MAINZ	MinION	SINGLE	RANDOM	OXFORD_NANOPORE	PRJNA836854	Germany	Europe	2014	Germany: Berlin	Metagenome or environmental	missing	Dinoderus porcellus	Coleoptera	Bostrichidae	beetle abdomen	None	None
354	SRR19201357	WGS	SAMN28175362	8672836664	JOHANNES GUTENBERG-UNIVERSITY MAINZ	MinION	SINGLE	RANDOM	OXFORD_NANOPORE	PRJNA836854	Germany	Europe	2015	Germany: Berlin	Metagenome or environmental	missing	Lyctus brunneus	Coleoptera	Bostrichidae	beetle abdomen	None	None
355	SRR19201385	WGS	SAMN28175366	12606553354	JOHANNES GUTENBERG-UNIVERSITY MAINZ	Sequel II	SINGLE	RANDOM	PACBIO_SMRT	PRJNA836854	Germany	Europe	2014	Germany: Berlin	Metagenome or environmental	missing	Dinoderus porcellus	Coleoptera	Bostrichidae	beetle abdomen	None	None
356	SRR19201386	WGS	SAMN28175366	6458337006	JOHANNES GUTENBERG-UNIVERSITY MAINZ	MinION	SINGLE	RANDOM	OXFORD_NANOPORE	PRJNA836854	Germany	Europe	2014	Germany: Berlin	Metagenome or environmental	missing	Dinoderus porcellus	Coleoptera	Bostrichidae	beetle abdomen	None	None
357	SRR24210634	WGS	SAMN34209773	2318578047	CHINESE ACADEMY OF FORESTRY	Illumina NovaSeq 6000	SINGLE	RANDOM	ILLUMINA	PRJNA956988	China	Asia	2020-07	China: Qinghai	Metagenome or environmental	35.3275 N 101.9361 E	Ips nitidus	Coleoptera	Curculionidae	from Picea crassifolia	None	None
358	SRR24210635	WGS	SAMN34209772	2105379863	CHINESE ACADEMY OF FORESTRY	Illumina NovaSeq 6000	SINGLE	RANDOM	ILLUMINA	PRJNA956988	China	Asia	2020-07	China: Qinghai	Metagenome or environmental	35.3275 N 101.9361 E	Ips nitidus	Coleoptera	Curculionidae	from Picea crassifolia	None	None
359	SRR24210636	WGS	SAMN34209771	2060623950	CHINESE ACADEMY OF FORESTRY	Illumina NovaSeq 6000	SINGLE	RANDOM	ILLUMINA	PRJNA956988	China	Asia	2020-07	China: Qinghai	Metagenome or environmental	35.3275 N 101.9361 E	Ips nitidus	Coleoptera	Curculionidae	from Picea crassifolia	None	None
360	SRR24210637	WGS	SAMN34209770	2240455077	CHINESE ACADEMY OF FORESTRY	Illumina NovaSeq 6000	SINGLE	RANDOM	ILLUMINA	PRJNA956988	China	Asia	2020-07	China: Qinghai	Metagenome or environmental	35.3275 N 101.9361 E	Ips nitidus	Coleoptera	Curculionidae	from Picea crassifolia	None	None
361	SRR24210638	WGS	SAMN34209769	2136917082	CHINESE ACADEMY OF FORESTRY	Illumina NovaSeq 6000	SINGLE	RANDOM	ILLUMINA	PRJNA956988	China	Asia	2020-07	China: Qinghai	Metagenome or environmental	35.3275 N 101.9361 E	Ips nitidus	Coleoptera	Curculionidae	from Picea crassifolia	None	None
362	SRR24210639	WGS	SAMN34209768	2013785159	CHINESE ACADEMY OF FORESTRY	Illumina NovaSeq 6000	SINGLE	RANDOM	ILLUMINA	PRJNA956988	China	Asia	2020-07	China: Qinghai	Metagenome or environmental	35.3275 N 101.9361 E	Ips nitidus	Coleoptera	Curculionidae	from Picea crassifolia	None	None
363	DRR505509	WGS	SAMD00647857	386481457	AIST	MinION	SINGLE	RANDOM	OXFORD_NANOPORE	PRJDB16712	Japan	Asia	2022-05-14	Japan:Hyogo\, Kawabe-gun	MIMS.me.host-associated	not collected	Penicillidia jenynsii	Diptera	Nycteribiidae	None	None	None
364	DRR505510	WGS	SAMD00647858	3733498690	AIST	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJDB16712	Japan	Asia	2022-09-16	Japan:Hyogo\, Kawabe-gun	MIMS.me.host-associated	not collected	Penicillidia jenynsii	Diptera	Nycteribiidae	None	None	None
365	SRR29040028	WGS	SAMN41387525	2350723006	SOOCHOW UNIVERSITY	Illumina HiSeq 1000	PAIRED	cDNA	ILLUMINA	PRJNA1111294	Laos	Asia	2021-10/2021-12	Laos: Chuan Kuang Province	Metagenome or environmental	missing	Bombyx mori	Lepidoptera	Bombycidae	None	None	None
366	SRR14633898	WGS	SAMN05860851	6974382934	UNIVERSITY OF LIVERPOOL	Illumina HiSeq 2500	PAIRED	RANDOM	ILLUMINA	PRJNA345319	Burkina Faso	Africa	2010	Burkina Faso: Folonzo	Microbe\, viral or environmental		Glossina morsitans submorsitans	Diptera	Glossinidae	None	None	None
367	SRR21047421	WGS	SAMN30309377	9963904697	FEDERAL RESEARCH AND CLINICAL CENTRE OF PHYSICAL-CHEMICAL MEDICINE	MGISEQ-2000RS	PAIRED	RANDOM	BGISEQ	PRJNA869525	Russia	Europe	2021-08-05	Russia: Kamchatka Krai\, near Yelizovo town	Metagenome or environmental	53.215977 N 158.277936 E	Hybomitra lurida	Diptera	Tabanidae	Internal organs of the thorax and abdomen from 10 male horseflies	None	None
368	SRR21047422	WGS	SAMN30309376	5576092395	FEDERAL RESEARCH AND CLINICAL CENTRE OF PHYSICAL-CHEMICAL MEDICINE	MGISEQ-2000RS	PAIRED	RANDOM	BGISEQ	PRJNA869525	Russia	Europe	2021-08-01	Russia: Kamchatka Krai\, near Yelizovo town	Metagenome or environmental	53.215977 N 158.277936 E	Hybomitra lurida	Diptera	Tabanidae	Internal organs of the thorax and abdomen from 10 female horseflies	None	None
369	SRR21047427	WGS	SAMN30309404	5842175232	FEDERAL RESEARCH AND CLINICAL CENTRE OF PHYSICAL-CHEMICAL MEDICINE	Illumina NovaSeq 6000	PAIRED	RANDOM PCR	ILLUMINA	PRJNA869532	Russia	Europe	2021-09-18	Russia: Moscow region\, Odintsovskydistrict	Metagenome or environmental	55.690692 N 36.734633 E	Formica rufa group	Hymenoptera	Formicidae	20 whole female insects	None	None
370	SRR21047428	WGS	SAMN30309403	8759626419	FEDERAL RESEARCH AND CLINICAL CENTRE OF PHYSICAL-CHEMICAL MEDICINE	Illumina NovaSeq 6000	PAIRED	RANDOM PCR	ILLUMINA	PRJNA869532	Russia	Europe	2021-09-15	Russia: Moscow region\, Mozhaysky district	Metagenome or environmental	55.477289 N 35.866200 E	Formica rufa group	Hymenoptera	Formicidae	20 whole female insects	None	None
371	SRR21047530	WGS	SAMN30309424	11875364433	FEDERAL RESEARCH AND CLINICAL CENTRE OF PHYSICAL-CHEMICAL MEDICINE	MGISEQ-2000RS	PAIRED	RANDOM	BGISEQ	PRJNA869538	Russia	Europe	2021-09-01	Russia: Moscow region\, Mozhaysky district	Metagenome or environmental	55.475556 N 35.857667 E	Lepoptena cervi	None	None	internal organs of the thorax and abdomen of male Deer keds	None	None
372	SRR21047531	WGS	SAMN30309423	12290213267	FEDERAL RESEARCH AND CLINICAL CENTRE OF PHYSICAL-CHEMICAL MEDICINE	MGISEQ-2000RS	PAIRED	RANDOM	BGISEQ	PRJNA869538	Russia	Europe	2021-09-01	Russia: Moscow region\, Mozhaysky district	Metagenome or environmental	55.475556 N 35.857667 E	Lepoptena cervi	None	None	internal organs of the thorax and abdomen of female Deer keds	None	None
373	SRR24296964	WGS	SAMN34359491	1466673827	LANGEBIO	NextSeq 550	PAIRED	RANDOM	ILLUMINA	PRJNA961367	USA	North America	2017-02-15	USA: Florida	Metagenome or environmental	not collected	Rhopalotria slossonae	Coleoptera	Belidae	None	None	None
374	SRR24296965	WGS	SAMN34359491	1339565323	LANGEBIO	NextSeq 550	PAIRED	RANDOM	ILLUMINA	PRJNA961367	USA	North America	2017-02-15	USA: Florida	Metagenome or environmental	not collected	Rhopalotria slossonae	Coleoptera	Belidae	None	None	None
375	SRR24296966	WGS	SAMN34359490	1350940072	LANGEBIO	NextSeq 550	PAIRED	RANDOM	ILLUMINA	PRJNA961367	USA	North America	2017-02-15	USA: Florida	Metagenome or environmental	not collected	Pharaxonotha floridana	Coleoptera	Erotylidae	None	None	None
376	SRR24296967	WGS	SAMN34359489	1184703846	LANGEBIO	NextSeq 550	PAIRED	RANDOM	ILLUMINA	PRJNA961367	USA	North America	2017-02-15	USA: Florida	Metagenome or environmental	not collected	Pharaxonotha floridana	Coleoptera	Erotylidae	None	None	None
377	SRR24296968	WGS	SAMN34359488	602135563	LANGEBIO	NextSeq 550	PAIRED	RANDOM	ILLUMINA	PRJNA961367	USA	North America	2017-02-15	USA: Florida	Metagenome or environmental	not collected	Eumaeus atala	Lepidoptera	Lycaenidae	None	None	None
378	SRR24296969	WGS	SAMN34359487	1453397113	LANGEBIO	NextSeq 550	PAIRED	RANDOM	ILLUMINA	PRJNA961367	USA	North America	2017-02-15	USA: Florida	Metagenome or environmental	not collected	Eumaeus atala	Lepidoptera	Lycaenidae	None	None	None
379	SRR22536326	WGS	SAMN32011622	583651923	INSTITUTO TECNOLOGICO DE COSTA RICA	Illumina MiSeq	PAIRED	RANDOM	ILLUMINA	PRJNA905450	Costa Rica	North America	2017-09-20	Costa Rica: Alajuela\, Florencia\, Santa Clara.	Metagenome or environmental	10.364210 N 84.507787 W	Iatrophobia brasiliensis	None	None	insect larvae head	None	None
380	SRR22536686	WGS	SAMN32011634	826747214	INSTITUTO TECNOLOGICO DE COSTA RICA	Illumina MiSeq	PAIRED	RANDOM	ILLUMINA	PRJNA905450	Costa Rica	North America	2017-09-20	Costa Rica: Alajuela\, Florencia\, Santa Clara.	Metagenome or environmental	10.364210 N 84.507787 W	Iatrophobia brasiliensis	None	None	insect larvae head	None	None
381	SRR24065788	WGS	SAMN33837868	1751250083	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-27	Brazil: Maranhao	Invertebrate		Ochlerotatus scapularis	Diptera	Culicidae	None	None	None
382	SRR24065789	WGS	SAMN33837867	1611922630	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-26	Brazil: Maranhao	Invertebrate		Ochlerotatus scapularis	Diptera	Culicidae	None	None	None
383	SRR24065790	WGS	SAMN33837866	403977808	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-27	Brazil: Maranhao	Invertebrate		Haemagogus janthinomys	Diptera	Culicidae	None	None	None
384	SRR24065791	WGS	SAMN33837865	2260388493	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-26	Brazil: Maranhao	Invertebrate		Aedes albopictus	Diptera	Culicidae	None	None	None
385	SRR24065792	WGS	SAMN33837864	1805556993	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-26	Brazil: Maranhao	Invertebrate		Ochlerotatus serratus	Diptera	Culicidae	None	None	None
386	DRR414867	WGS	SAMD00552082	765880408	AIST	Illumina HiSeq 2500	PAIRED	Inverse rRNA	ILLUMINA	PRJDB14662	Japan	Asia	missing	Japan:Ibaraki\, Tsukuba	MIMS.me.host-associated	missing	Rhyzopertha dominica	Coleoptera	Bostrichidae	None	None	None
387	SRR23015428	WGS	SAMN32605070	18153472088	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	uncalculated	uncalculated	2022-01-20	missing	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
388	SRR23015429	WGS	SAMN32605069	17782217137	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2022-01-20	China: undisclosed Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
389	SRR23015430	WGS	SAMN32605068	18232868005	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-12-06	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
390	SRR23015431	WGS	SAMN32605067	19119313655	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-12-06	China: Eastern China	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
391	SRR23015432	WGS	SAMN32605066	19532052451	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-11-09	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
392	SRR23015433	WGS	SAMN32605065	20476961763	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-12-20	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
393	SRR23015434	WGS	SAMN32605064	18507612570	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-12-06	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
394	SRR23015439	WGS	SAMN32605063	18416653951	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-11-09	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
395	SRR23015449	WGS	SAMN32605071	17076860444	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2022-01-21	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
396	SRR23015450	WGS	SAMN32605062	16749453515	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-11-09	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
397	SRR23015451	WGS	SAMN32605061	19717008225	UNIVERSITY OF FLORIDA	Illumina NovaSeq 6000	PAIRED	RANDOM	ILLUMINA	PRJNA918702	China	Asia	2021-07-29	China: Zhe Jaing Region	Metagenome or environmental		Apis mellifera	Hymenoptera	Apidae	hypopharyngeal gland	None	None
398	SRR24762863	WGS	SAMN35436890	3025220772	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-02	Brazil: Curionopolis\, Para State	Metagenome or environmental	5.949390 S 49.658962 W	Culex	Diptera	Culicidae	Village of Serra Pelada	None	None
399	SRR24762864	WGS	SAMN35436892	2642421426	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-02	Brazil: Canaa dos Carajas\, Para State	Metagenome or environmental	6.526068 S 50.155226 W	Psychodidae	Diptera	Psychodidae	Village of Ouro Verde	None	None
400	SRR24762865	WGS	SAMN35436886	2625481533	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-02	Brazil: Canaa dos Carajas\, Para State	Metagenome or environmental	6.526068 S 50.155226 W	Ceratopogonidae	Diptera	Ceratopogonidae	Village of Ouro Verde	None	None
401	SRR24762870	WGS	SAMN35436885	3477081157	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-12	Brazil: Curionopolis\, Para State	Metagenome or environmental	5.949390 S 49.658962 W	Aedes albopictus	Diptera	Culicidae	Village of Serra Pelada	None	None
402	SRR24762874	WGS	SAMN35436896	3188248487	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-10	Brazil: Curionopolis\, Para State	Metagenome or environmental	6.267730 S 49.710321 W	Haemagogus janthinomys	Diptera	Culicidae	Serra Leste	None	None
403	SRR24762875	WGS	SAMN35436893	2564490769	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-06	Brazil: Curionopolis\, Para State	Metagenome or environmental	5.949390 S 49.658962 W	Psychodidae	Diptera	Psychodidae	Village of Serra Pelada	None	None
404	SRR24762876	WGS	SAMN35436888	2979061756	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2019-04	Brazil: Maraba\, Para State	Metagenome or environmental	5.666424 S 50.665002 W	Ceratopogonidae	Diptera	Ceratopogonidae	Tapirape-Aquiri National Forest	None	None
405	SRR24762879	WGS	SAMN35436899	265663605	EVANDRO CHAGAS INSTITUTE	Illumina MiniSeq	PAIRED	cDNA	ILLUMINA	PRJNA918574	Brazil	South America	2014-10	Brazil: Curionopolis\, Para State	Metagenome or environmental	6.267730 S 49.710321 W	Haemagogus janthinomys	Diptera	Culicidae	Serra Leste	None	None
406	SRR27452000	WGS	SAMN39245939	18064706	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University4	None	None
407	SRR27452001	WGS	SAMN39245938	20445462	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University3	None	None
408	SRR27452002	WGS	SAMN39245937	18289460	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University2	None	None
409	SRR27452003	WGS	SAMN39245928	15723024	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University2	None	None
410	SRR27452004	WGS	SAMN39245927	8196563	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University1	None	None
411	SRR27452005	WGS	SAMN39245936	20256057	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University1	None	None
412	SRR27452006	WGS	SAMN39245935	21593896	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University9	None	None
413	SRR27452007	WGS	SAMN39245934	7752375	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University8	None	None
414	SRR27452008	WGS	SAMN39245933	16491714	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University7	None	None
415	SRR27452009	WGS	SAMN39245932	13470638	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University6	None	None
416	SRR27452010	WGS	SAMN39245931	19542818	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University5	None	None
417	SRR27452011	WGS	SAMN39245930	16708215	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University4	None	None
418	SRR27452012	WGS	SAMN39245929	12340606	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Lepidotrigona terminata	Hymenoptera	Apidae	Chiang Mai University3	None	None
419	SRR27452013	WGS	SAMN39245944	16133984	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University9	None	None
420	SRR27452014	WGS	SAMN39245943	49362551	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University8	None	None
421	SRR27452015	WGS	SAMN39245942	31061396	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University7	None	None
422	SRR27452016	WGS	SAMN39245941	34385198	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University6	None	None
423	SRR27452017	WGS	SAMN39245940	26047226	CHIANG MAI UNIVERSITY	Illumina MiSeq	PAIRED	PCR	ILLUMINA	PRJNA1060844	Thailand	Asia	2023-02	Thailand: Chiang Mai	Metagenome or environmental	18.805955 N 98.953367 E	Tetragonula pagdeni	Hymenoptera	Apidae	Chiang Mai University5	None	None
424	SRR24019318	WGS	SAMN33837858	1314009212	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-25	Brazil: Maranhao	Invertebrate		Sabethes chloropterus	Diptera	Culicidae	None	None	None
425	SRR24019319	WGS	SAMN33837857	2384490865	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-25	Brazil: Maranhao	Invertebrate		Sabethes chloropterus	Diptera	Culicidae	None	None	None
426	SRR24019320	WGS	SAMN33837856	989086635	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-25	Brazil: Maranhao	Invertebrate		Ochlerotatus fluviatilis	Diptera	Culicidae	None	None	None
427	SRR24019321	WGS	SAMN33837855	1624674864	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-25	Brazil: Maranhao	Invertebrate		Sabethes quasicyaneus	Diptera	Culicidae	None	None	None
428	SRR24019322	WGS	SAMN33837854	1474382601	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-25	Brazil: Maranhao	Invertebrate		Aedes albopictus	Diptera	Culicidae	None	None	None
429	SRR24019323	WGS	SAMN33837853	1314089634	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-21	Brazil: Maranhao	Invertebrate		Sabethes chloropterus	Diptera	Culicidae	None	None	None
430	SRR24019324	WGS	SAMN33837852	1400506227	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-21	Brazil: Maranhao	Invertebrate		Ochlerotatus serratus	Diptera	Culicidae	None	None	None
431	SRR24019325	WGS	SAMN33837851	2259831263	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-21	Brazil: Maranhao	Invertebrate		Aedes albopictus	Diptera	Culicidae	None	None	None
432	SRR24019326	WGS	SAMN33837850	1380692761	EVANDRO CHAGAS INSTITUTE	NextSeq 500	PAIRED	unspecified	ILLUMINA	PRJNA947063	Brazil	South America	2021-10-20	Brazil: Maranhao	Invertebrate		Ochlerotatus serratus	Diptera	Culicidae	None	None	None
